Name,Tag,File,File Name,Long Name
 wpml,File Format,https://wentin.github.io/vscode-icons/icons/file_type_wpml.svg,file_type_wpml.svg,file type wpml
 rmd,File Format,https://wentin.github.io/vscode-icons/icons/file_type_rmd.svg,file_type_rmd.svg,file type rmd
 twig,File Format,https://wentin.github.io/vscode-icons/icons/file_type_twig.svg,file_type_twig.svg,file type twig
 scala,File Format,https://wentin.github.io/vscode-icons/icons/file_type_scala.svg,file_type_scala.svg,file type scala
 yandex,File Format,https://wentin.github.io/vscode-icons/icons/file_type_yandex.svg,file_type_yandex.svg,file type yandex
 systemverilog,File Format,https://wentin.github.io/vscode-icons/icons/file_type_systemverilog.svg,file_type_systemverilog.svg,file type systemverilog
 affinityphoto,File Format,https://wentin.github.io/vscode-icons/icons/file_type_affinityphoto.svg,file_type_affinityphoto.svg,file type affinityphoto
 perl6,File Format,https://wentin.github.io/vscode-icons/icons/file_type_perl6.svg,file_type_perl6.svg,file type perl6
 docker2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_docker2.svg,file_type_docker2.svg,file type docker2
 firebase,File Format,https://wentin.github.io/vscode-icons/icons/file_type_firebase.svg,file_type_firebase.svg,file type firebase
 snapcraft,File Format,https://wentin.github.io/vscode-icons/icons/file_type_snapcraft.svg,file_type_snapcraft.svg,file type snapcraft
 caddy,File Format,https://wentin.github.io/vscode-icons/icons/file_type_caddy.svg,file_type_caddy.svg,file type caddy
 blade,File Format,https://wentin.github.io/vscode-icons/icons/file_type_blade.svg,file_type_blade.svg,file type blade
 scss2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_scss2.svg,file_type_scss2.svg,file type scss2
 dylan,File Format,https://wentin.github.io/vscode-icons/icons/file_type_dylan.svg,file_type_dylan.svg,file type dylan
 vcxproj,File Format,https://wentin.github.io/vscode-icons/icons/file_type_vcxproj.svg,file_type_vcxproj.svg,file type vcxproj
 toml,File Format,https://wentin.github.io/vscode-icons/icons/file_type_toml.svg,file_type_toml.svg,file type toml
 asciidoc,File Format,https://wentin.github.io/vscode-icons/icons/file_type_asciidoc.svg,file_type_asciidoc.svg,file type asciidoc
 devcontainer,File Format,https://wentin.github.io/vscode-icons/icons/file_type_devcontainer.svg,file_type_devcontainer.svg,file type devcontainer
 expo,File Format,https://wentin.github.io/vscode-icons/icons/file_type_expo.svg,file_type_expo.svg,file type expo
 capacitor,File Format,https://wentin.github.io/vscode-icons/icons/file_type_capacitor.svg,file_type_capacitor.svg,file type capacitor
 cypress,File Format,https://wentin.github.io/vscode-icons/icons/file_type_cypress.svg,file_type_cypress.svg,file type cypress
 shaderlab,File Format,https://wentin.github.io/vscode-icons/icons/file_type_shaderlab.svg,file_type_shaderlab.svg,file type shaderlab
 webpack,File Format,https://wentin.github.io/vscode-icons/icons/file_type_webpack.svg,file_type_webpack.svg,file type webpack
 wenyan,File Format,https://wentin.github.io/vscode-icons/icons/file_type_wenyan.svg,file_type_wenyan.svg,file type wenyan
 objectivec,File Format,https://wentin.github.io/vscode-icons/icons/file_type_objectivec.svg,file_type_objectivec.svg,file type objectivec
 edge,File Format,https://wentin.github.io/vscode-icons/icons/file_type_edge.svg,file_type_edge.svg,file type edge
 vue,File Format,https://wentin.github.io/vscode-icons/icons/file_type_vue.svg,file_type_vue.svg,file type vue
 qml,File Format,https://wentin.github.io/vscode-icons/icons/file_type_qml.svg,file_type_qml.svg,file type qml
 wasm,File Format,https://wentin.github.io/vscode-icons/icons/file_type_wasm.svg,file_type_wasm.svg,file type wasm
 pine,File Format,https://wentin.github.io/vscode-icons/icons/file_type_pine.svg,file_type_pine.svg,file type pine
 travis,File Format,https://wentin.github.io/vscode-icons/icons/file_type_travis.svg,file_type_travis.svg,file type travis
 nuget,File Format,https://wentin.github.io/vscode-icons/icons/file_type_nuget.svg,file_type_nuget.svg,file type nuget
 opencl,File Format,https://wentin.github.io/vscode-icons/icons/file_type_opencl.svg,file_type_opencl.svg,file type opencl
 rego,File Format,https://wentin.github.io/vscode-icons/icons/file_type_rego.svg,file_type_rego.svg,file type rego
 sas,File Format,https://wentin.github.io/vscode-icons/icons/file_type_sas.svg,file_type_sas.svg,file type sas
 rust,File Format,https://wentin.github.io/vscode-icons/icons/file_type_rust.svg,file_type_rust.svg,file type rust
 sails,File Format,https://wentin.github.io/vscode-icons/icons/file_type_sails.svg,file_type_sails.svg,file type sails
 svg,File Format,https://wentin.github.io/vscode-icons/icons/file_type_svg.svg,file_type_svg.svg,file type svg
 excel2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_excel2.svg,file_type_excel2.svg,file type excel2
 powershell2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_powershell2.svg,file_type_powershell2.svg,file type powershell2
 aspx,File Format,https://wentin.github.io/vscode-icons/icons/file_type_aspx.svg,file_type_aspx.svg,file type aspx
 textile,File Format,https://wentin.github.io/vscode-icons/icons/file_type_textile.svg,file_type_textile.svg,file type textile
 saltstack,File Format,https://wentin.github.io/vscode-icons/icons/file_type_saltstack.svg,file_type_saltstack.svg,file type saltstack
 stata,File Format,https://wentin.github.io/vscode-icons/icons/file_type_stata.svg,file_type_stata.svg,file type stata
 sql,File Format,https://wentin.github.io/vscode-icons/icons/file_type_sql.svg,file_type_sql.svg,file type sql
 galen2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_galen2.svg,file_type_galen2.svg,file type galen2
 ballerina,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ballerina.svg,file_type_ballerina.svg,file type ballerina
 cake,File Format,https://wentin.github.io/vscode-icons/icons/file_type_cake.svg,file_type_cake.svg,file type cake
 blitzbasic,File Format,https://wentin.github.io/vscode-icons/icons/file_type_blitzbasic.svg,file_type_blitzbasic.svg,file type blitzbasic
 cvs,File Format,https://wentin.github.io/vscode-icons/icons/file_type_cvs.svg,file_type_cvs.svg,file type cvs
 video,File Format,https://wentin.github.io/vscode-icons/icons/file_type_video.svg,file_type_video.svg,file type video
 flutter package,File Format,https://wentin.github.io/vscode-icons/icons/file_type_flutter_package.svg,file_type_flutter_package.svg,file type flutter package
 squirrel,File Format,https://wentin.github.io/vscode-icons/icons/file_type_squirrel.svg,file_type_squirrel.svg,file type squirrel
 cuda,File Format,https://wentin.github.io/vscode-icons/icons/file_type_cuda.svg,file_type_cuda.svg,file type cuda
 rest,File Format,https://wentin.github.io/vscode-icons/icons/file_type_rest.svg,file_type_rest.svg,file type rest
 platformio,File Format,https://wentin.github.io/vscode-icons/icons/file_type_platformio.svg,file_type_platformio.svg,file type platformio
 solidarity,File Format,https://wentin.github.io/vscode-icons/icons/file_type_solidarity.svg,file_type_solidarity.svg,file type solidarity
 cmake,File Format,https://wentin.github.io/vscode-icons/icons/file_type_cmake.svg,file_type_cmake.svg,file type cmake
 avif,File Format,https://wentin.github.io/vscode-icons/icons/file_type_avif.svg,file_type_avif.svg,file type avif
 vlang,File Format,https://wentin.github.io/vscode-icons/icons/file_type_vlang.svg,file_type_vlang.svg,file type vlang
 paket,File Format,https://wentin.github.io/vscode-icons/icons/file_type_paket.svg,file_type_paket.svg,file type paket
 ninja,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ninja.svg,file_type_ninja.svg,file type ninja
 dockertest,File Format,https://wentin.github.io/vscode-icons/icons/file_type_dockertest.svg,file_type_dockertest.svg,file type dockertest
 csslint,File Format,https://wentin.github.io/vscode-icons/icons/file_type_csslint.svg,file_type_csslint.svg,file type csslint
 fthtml,File Format,https://wentin.github.io/vscode-icons/icons/file_type_fthtml.svg,file_type_fthtml.svg,file type fthtml
 actionscript2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_actionscript2.svg,file_type_actionscript2.svg,file type actionscript2
 ada,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ada.svg,file_type_ada.svg,file type ada
 cert,File Format,https://wentin.github.io/vscode-icons/icons/file_type_cert.svg,file_type_cert.svg,file type cert
 access,File Format,https://wentin.github.io/vscode-icons/icons/file_type_access.svg,file_type_access.svg,file type access
 drawio,File Format,https://wentin.github.io/vscode-icons/icons/file_type_drawio.svg,file_type_drawio.svg,file type drawio
 elixir,File Format,https://wentin.github.io/vscode-icons/icons/file_type_elixir.svg,file_type_elixir.svg,file type elixir
 asp,File Format,https://wentin.github.io/vscode-icons/icons/file_type_asp.svg,file_type_asp.svg,file type asp
 apib,File Format,https://wentin.github.io/vscode-icons/icons/file_type_apib.svg,file_type_apib.svg,file type apib
 dvc,File Format,https://wentin.github.io/vscode-icons/icons/file_type_dvc.svg,file_type_dvc.svg,file type dvc
 bithound,File Format,https://wentin.github.io/vscode-icons/icons/file_type_bithound.svg,file_type_bithound.svg,file type bithound
 affectscript,File Format,https://wentin.github.io/vscode-icons/icons/file_type_affectscript.svg,file_type_affectscript.svg,file type affectscript
 elm2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_elm2.svg,file_type_elm2.svg,file type elm2
 angular,File Format,https://wentin.github.io/vscode-icons/icons/file_type_angular.svg,file_type_angular.svg,file type angular
 bundler,File Format,https://wentin.github.io/vscode-icons/icons/file_type_bundler.svg,file_type_bundler.svg,file type bundler
 codacy,File Format,https://wentin.github.io/vscode-icons/icons/file_type_codacy.svg,file_type_codacy.svg,file type codacy
 fusebox,File Format,https://wentin.github.io/vscode-icons/icons/file_type_fusebox.svg,file_type_fusebox.svg,file type fusebox
 ember,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ember.svg,file_type_ember.svg,file type ember
 autoit,File Format,https://wentin.github.io/vscode-icons/icons/file_type_autoit.svg,file_type_autoit.svg,file type autoit
 docpad,File Format,https://wentin.github.io/vscode-icons/icons/file_type_docpad.svg,file_type_docpad.svg,file type docpad
 dependabot,File Format,https://wentin.github.io/vscode-icons/icons/file_type_dependabot.svg,file_type_dependabot.svg,file type dependabot
