Name,Tag,File,File Name,Long Name
 vscode test,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_vscode_test.svg,folder_type_vscode_test.svg,folder type vscode test
 vscode,Folder Format,https://wentin.github.io/vscode-icons/icons/folder_type_vscode.svg,folder_type_vscode.svg,folder type vscode
 light prisma,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_prisma.svg,file_type_light_prisma.svg,file type light prisma
 cpp2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_cpp2.svg,file_type_cpp2.svg,file type cpp2
 light vash,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_vash.svg,file_type_light_vash.svg,file type light vash
 ng routing ts,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_routing_ts.svg,file_type_ng_routing_ts.svg,file type ng routing ts
 light remark,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_remark.svg,file_type_light_remark.svg,file type light remark
 al,File Format,https://wentin.github.io/vscode-icons/icons/file_type_al.svg,file_type_al.svg,file type al
 homeassistant,File Format,https://wentin.github.io/vscode-icons/icons/file_type_homeassistant.svg,file_type_homeassistant.svg,file type homeassistant
 nest service ts,File Format,https://wentin.github.io/vscode-icons/icons/file_type_nest_service_ts.svg,file_type_nest_service_ts.svg,file type nest service ts
 light codeclimate,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_codeclimate.svg,file_type_light_codeclimate.svg,file type light codeclimate
 bats,File Format,https://wentin.github.io/vscode-icons/icons/file_type_bats.svg,file_type_bats.svg,file type bats
 light systemd,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_systemd.svg,file_type_light_systemd.svg,file type light systemd
 floobits,File Format,https://wentin.github.io/vscode-icons/icons/file_type_floobits.svg,file_type_floobits.svg,file type floobits
 mongo,File Format,https://wentin.github.io/vscode-icons/icons/file_type_mongo.svg,file_type_mongo.svg,file type mongo
 elastic,File Format,https://wentin.github.io/vscode-icons/icons/file_type_elastic.svg,file_type_elastic.svg,file type elastic
 ejs,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ejs.svg,file_type_ejs.svg,file type ejs
 light cabal,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_cabal.svg,file_type_light_cabal.svg,file type light cabal
 mysql,File Format,https://wentin.github.io/vscode-icons/icons/file_type_mysql.svg,file_type_mysql.svg,file type mysql
 eex,File Format,https://wentin.github.io/vscode-icons/icons/file_type_eex.svg,file_type_eex.svg,file type eex
 manifest bak,File Format,https://wentin.github.io/vscode-icons/icons/file_type_manifest_bak.svg,file_type_manifest_bak.svg,file type manifest bak
 cheader,File Format,https://wentin.github.io/vscode-icons/icons/file_type_cheader.svg,file_type_cheader.svg,file type cheader
 light xfl,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_xfl.svg,file_type_light_xfl.svg,file type light xfl
 ng smart component ts,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_smart_component_ts.svg,file_type_ng_smart_component_ts.svg,file type ng smart component ts
 json,File Format,https://wentin.github.io/vscode-icons/icons/file_type_json.svg,file_type_json.svg,file type json
default file,Default,https://wentin.github.io/vscode-icons/icons/default_file.svg,default_file.svg,default file
 nest middleware ts,File Format,https://wentin.github.io/vscode-icons/icons/file_type_nest_middleware_ts.svg,file_type_nest_middleware_ts.svg,file type nest middleware ts
 handlebars2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_handlebars2.svg,file_type_handlebars2.svg,file type handlebars2
 ng component html,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_component_html.svg,file_type_ng_component_html.svg,file type ng component html
 favicon,File Format,https://wentin.github.io/vscode-icons/icons/file_type_favicon.svg,file_type_favicon.svg,file type favicon
 ng interceptor dart,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_interceptor_dart.svg,file_type_ng_interceptor_dart.svg,file type ng interceptor dart
 gradle,File Format,https://wentin.github.io/vscode-icons/icons/file_type_gradle.svg,file_type_gradle.svg,file type gradle
 light unibeautify,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_unibeautify.svg,file_type_light_unibeautify.svg,file type light unibeautify
 ng directive js,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_directive_js.svg,file_type_ng_directive_js.svg,file type ng directive js
 ng smart component dart,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_smart_component_dart.svg,file_type_ng_smart_component_dart.svg,file type ng smart component dart
 light shaderlab,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_shaderlab.svg,file_type_light_shaderlab.svg,file type light shaderlab
 ng component scss,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_component_scss.svg,file_type_ng_component_scss.svg,file type ng component scss
 azurepipelines,File Format,https://wentin.github.io/vscode-icons/icons/file_type_azurepipelines.svg,file_type_azurepipelines.svg,file type azurepipelines
 api extractor,File Format,https://wentin.github.io/vscode-icons/icons/file_type_api_extractor.svg,file_type_api_extractor.svg,file type api extractor
 mson,File Format,https://wentin.github.io/vscode-icons/icons/file_type_mson.svg,file_type_mson.svg,file type mson
 access2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_access2.svg,file_type_access2.svg,file type access2
 aws,File Format,https://wentin.github.io/vscode-icons/icons/file_type_aws.svg,file_type_aws.svg,file type aws
 light stylelint,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_stylelint.svg,file_type_light_stylelint.svg,file type light stylelint
 light todo,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_todo.svg,file_type_light_todo.svg,file type light todo
 husky,File Format,https://wentin.github.io/vscode-icons/icons/file_type_husky.svg,file_type_husky.svg,file type husky
 nest pipe ts,File Format,https://wentin.github.io/vscode-icons/icons/file_type_nest_pipe_ts.svg,file_type_nest_pipe_ts.svg,file type nest pipe ts
 ng component ts,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_component_ts.svg,file_type_ng_component_ts.svg,file type ng component ts
 lex,File Format,https://wentin.github.io/vscode-icons/icons/file_type_lex.svg,file_type_lex.svg,file type lex
 light firebasehosting,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_firebasehosting.svg,file_type_light_firebasehosting.svg,file type light firebasehosting
 eps,File Format,https://wentin.github.io/vscode-icons/icons/file_type_eps.svg,file_type_eps.svg,file type eps
 jasmine,File Format,https://wentin.github.io/vscode-icons/icons/file_type_jasmine.svg,file_type_jasmine.svg,file type jasmine
 docz,File Format,https://wentin.github.io/vscode-icons/icons/file_type_docz.svg,file_type_docz.svg,file type docz
 ng module dart,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_module_dart.svg,file_type_ng_module_dart.svg,file type ng module dart
 ionic,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ionic.svg,file_type_ionic.svg,file type ionic
 ng service ts,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_service_ts.svg,file_type_ng_service_ts.svg,file type ng service ts
 ng pipe js2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_pipe_js2.svg,file_type_ng_pipe_js2.svg,file type ng pipe js2
 gamemaker,File Format,https://wentin.github.io/vscode-icons/icons/file_type_gamemaker.svg,file_type_gamemaker.svg,file type gamemaker
 js official,File Format,https://wentin.github.io/vscode-icons/icons/file_type_js_official.svg,file_type_js_official.svg,file type js official
 mojolicious,File Format,https://wentin.github.io/vscode-icons/icons/file_type_mojolicious.svg,file_type_mojolicious.svg,file type mojolicious
 commitlint,File Format,https://wentin.github.io/vscode-icons/icons/file_type_commitlint.svg,file_type_commitlint.svg,file type commitlint
 dojo,File Format,https://wentin.github.io/vscode-icons/icons/file_type_dojo.svg,file_type_dojo.svg,file type dojo
 cppheader,File Format,https://wentin.github.io/vscode-icons/icons/file_type_cppheader.svg,file_type_cppheader.svg,file type cppheader
 apl,File Format,https://wentin.github.io/vscode-icons/icons/file_type_apl.svg,file_type_apl.svg,file type apl
 ng component js2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_component_js2.svg,file_type_ng_component_js2.svg,file type ng component js2
 light yaml,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_yaml.svg,file_type_light_yaml.svg,file type light yaml
 julia,File Format,https://wentin.github.io/vscode-icons/icons/file_type_julia.svg,file_type_julia.svg,file type julia
 mediawiki,File Format,https://wentin.github.io/vscode-icons/icons/file_type_mediawiki.svg,file_type_mediawiki.svg,file type mediawiki
 nest filter js,File Format,https://wentin.github.io/vscode-icons/icons/file_type_nest_filter_js.svg,file_type_nest_filter_js.svg,file type nest filter js
 nest decorator ts,File Format,https://wentin.github.io/vscode-icons/icons/file_type_nest_decorator_ts.svg,file_type_nest_decorator_ts.svg,file type nest decorator ts
 lerna,File Format,https://wentin.github.io/vscode-icons/icons/file_type_lerna.svg,file_type_lerna.svg,file type lerna
 graphviz,File Format,https://wentin.github.io/vscode-icons/icons/file_type_graphviz.svg,file_type_graphviz.svg,file type graphviz
 light apl,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_apl.svg,file_type_light_apl.svg,file type light apl
 hy,File Format,https://wentin.github.io/vscode-icons/icons/file_type_hy.svg,file_type_hy.svg,file type hy
 lnk,File Format,https://wentin.github.io/vscode-icons/icons/file_type_lnk.svg,file_type_lnk.svg,file type lnk
 genstat,File Format,https://wentin.github.io/vscode-icons/icons/file_type_genstat.svg,file_type_genstat.svg,file type genstat
 light docpad,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_docpad.svg,file_type_light_docpad.svg,file type light docpad
 go black,File Format,https://wentin.github.io/vscode-icons/icons/file_type_go_black.svg,file_type_go_black.svg,file type go black
 ng controller js,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_controller_js.svg,file_type_ng_controller_js.svg,file type ng controller js
 go fuchsia,File Format,https://wentin.github.io/vscode-icons/icons/file_type_go_fuchsia.svg,file_type_go_fuchsia.svg,file type go fuchsia
 moleculer,File Format,https://wentin.github.io/vscode-icons/icons/file_type_moleculer.svg,file_type_moleculer.svg,file type moleculer
default folder opened,Default,https://wentin.github.io/vscode-icons/icons/default_folder_opened.svg,default_folder_opened.svg,default folder opened
 ng service js2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_service_js2.svg,file_type_ng_service_js2.svg,file type ng service js2
 netlify,File Format,https://wentin.github.io/vscode-icons/icons/file_type_netlify.svg,file_type_netlify.svg,file type netlify
 gitlab,File Format,https://wentin.github.io/vscode-icons/icons/file_type_gitlab.svg,file_type_gitlab.svg,file type gitlab
 kos,File Format,https://wentin.github.io/vscode-icons/icons/file_type_kos.svg,file_type_kos.svg,file type kos
 makefile,File Format,https://wentin.github.io/vscode-icons/icons/file_type_makefile.svg,file_type_makefile.svg,file type makefile
 ng component ts2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_component_ts2.svg,file_type_ng_component_ts2.svg,file type ng component ts2
 mdx,File Format,https://wentin.github.io/vscode-icons/icons/file_type_mdx.svg,file_type_mdx.svg,file type mdx
 nest module js,File Format,https://wentin.github.io/vscode-icons/icons/file_type_nest_module_js.svg,file_type_nest_module_js.svg,file type nest module js
 diff,File Format,https://wentin.github.io/vscode-icons/icons/file_type_diff.svg,file_type_diff.svg,file type diff
 bosque,File Format,https://wentin.github.io/vscode-icons/icons/file_type_bosque.svg,file_type_bosque.svg,file type bosque
 groovy2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_groovy2.svg,file_type_groovy2.svg,file type groovy2
 markdown,File Format,https://wentin.github.io/vscode-icons/icons/file_type_markdown.svg,file_type_markdown.svg,file type markdown
 glyphs,File Format,https://wentin.github.io/vscode-icons/icons/file_type_glyphs.svg,file_type_glyphs.svg,file type glyphs
 config,File Format,https://wentin.github.io/vscode-icons/icons/file_type_config.svg,file_type_config.svg,file type config
 light purescript,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_purescript.svg,file_type_light_purescript.svg,file type light purescript
 cargo,File Format,https://wentin.github.io/vscode-icons/icons/file_type_cargo.svg,file_type_cargo.svg,file type cargo
 light config,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_config.svg,file_type_light_config.svg,file type light config
 harbour,File Format,https://wentin.github.io/vscode-icons/icons/file_type_harbour.svg,file_type_harbour.svg,file type harbour
 jsmap,File Format,https://wentin.github.io/vscode-icons/icons/file_type_jsmap.svg,file_type_jsmap.svg,file type jsmap
 go gopher,File Format,https://wentin.github.io/vscode-icons/icons/file_type_go_gopher.svg,file_type_go_gopher.svg,file type go gopher
 ink,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ink.svg,file_type_ink.svg,file type ink
 ng module js2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_module_js2.svg,file_type_ng_module_js2.svg,file type ng module js2
 light jsconfig,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_jsconfig.svg,file_type_light_jsconfig.svg,file type light jsconfig
 light mlang,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_mlang.svg,file_type_light_mlang.svg,file type light mlang
 erlang2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_erlang2.svg,file_type_erlang2.svg,file type erlang2
 ensime,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ensime.svg,file_type_ensime.svg,file type ensime
 befunge,File Format,https://wentin.github.io/vscode-icons/icons/file_type_befunge.svg,file_type_befunge.svg,file type befunge
 handlebars,File Format,https://wentin.github.io/vscode-icons/icons/file_type_handlebars.svg,file_type_handlebars.svg,file type handlebars
 gulp,File Format,https://wentin.github.io/vscode-icons/icons/file_type_gulp.svg,file_type_gulp.svg,file type gulp
 modernizr,File Format,https://wentin.github.io/vscode-icons/icons/file_type_modernizr.svg,file_type_modernizr.svg,file type modernizr
 elm,File Format,https://wentin.github.io/vscode-icons/icons/file_type_elm.svg,file_type_elm.svg,file type elm
 matlab,File Format,https://wentin.github.io/vscode-icons/icons/file_type_matlab.svg,file_type_matlab.svg,file type matlab
 awk,File Format,https://wentin.github.io/vscode-icons/icons/file_type_awk.svg,file_type_awk.svg,file type awk
 go,File Format,https://wentin.github.io/vscode-icons/icons/file_type_go.svg,file_type_go.svg,file type go
 jshint,File Format,https://wentin.github.io/vscode-icons/icons/file_type_jshint.svg,file_type_jshint.svg,file type jshint
 maya,File Format,https://wentin.github.io/vscode-icons/icons/file_type_maya.svg,file_type_maya.svg,file type maya
 java,File Format,https://wentin.github.io/vscode-icons/icons/file_type_java.svg,file_type_java.svg,file type java
 haxecheckstyle,File Format,https://wentin.github.io/vscode-icons/icons/file_type_haxecheckstyle.svg,file_type_haxecheckstyle.svg,file type haxecheckstyle
 json5,File Format,https://wentin.github.io/vscode-icons/icons/file_type_json5.svg,file_type_json5.svg,file type json5
 graphql,File Format,https://wentin.github.io/vscode-icons/icons/file_type_graphql.svg,file_type_graphql.svg,file type graphql
 livescript,File Format,https://wentin.github.io/vscode-icons/icons/file_type_livescript.svg,file_type_livescript.svg,file type livescript
 less,File Format,https://wentin.github.io/vscode-icons/icons/file_type_less.svg,file_type_less.svg,file type less
 map,File Format,https://wentin.github.io/vscode-icons/icons/file_type_map.svg,file_type_map.svg,file type map
 kotlin,File Format,https://wentin.github.io/vscode-icons/icons/file_type_kotlin.svg,file_type_kotlin.svg,file type kotlin
 jscpd,File Format,https://wentin.github.io/vscode-icons/icons/file_type_jscpd.svg,file_type_jscpd.svg,file type jscpd
 nest adapter js,File Format,https://wentin.github.io/vscode-icons/icons/file_type_nest_adapter_js.svg,file_type_nest_adapter_js.svg,file type nest adapter js
 ng directive ts,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_directive_ts.svg,file_type_ng_directive_ts.svg,file type ng directive ts
 nearly,File Format,https://wentin.github.io/vscode-icons/icons/file_type_nearly.svg,file_type_nearly.svg,file type nearly
 godot,File Format,https://wentin.github.io/vscode-icons/icons/file_type_godot.svg,file_type_godot.svg,file type godot
 go package,File Format,https://wentin.github.io/vscode-icons/icons/file_type_go_package.svg,file_type_go_package.svg,file type go package
 ng component sass,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_component_sass.svg,file_type_ng_component_sass.svg,file type ng component sass
 graphql config,File Format,https://wentin.github.io/vscode-icons/icons/file_type_graphql_config.svg,file_type_graphql_config.svg,file type graphql config
 gradle2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_gradle2.svg,file_type_gradle2.svg,file type gradle2
 light mustache,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_mustache.svg,file_type_light_mustache.svg,file type light mustache
 cssmap,File Format,https://wentin.github.io/vscode-icons/icons/file_type_cssmap.svg,file_type_cssmap.svg,file type cssmap
 ng service ts2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_service_ts2.svg,file_type_ng_service_ts2.svg,file type ng service ts2
 glide,File Format,https://wentin.github.io/vscode-icons/icons/file_type_glide.svg,file_type_glide.svg,file type glide
 cabal,File Format,https://wentin.github.io/vscode-icons/icons/file_type_cabal.svg,file_type_cabal.svg,file type cabal
 drools,File Format,https://wentin.github.io/vscode-icons/icons/file_type_drools.svg,file_type_drools.svg,file type drools
 arduino,File Format,https://wentin.github.io/vscode-icons/icons/file_type_arduino.svg,file_type_arduino.svg,file type arduino
 kitchenci,File Format,https://wentin.github.io/vscode-icons/icons/file_type_kitchenci.svg,file_type_kitchenci.svg,file type kitchenci
 log,File Format,https://wentin.github.io/vscode-icons/icons/file_type_log.svg,file_type_log.svg,file type log
 light jsonld,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_jsonld.svg,file_type_light_jsonld.svg,file type light jsonld
 bitbucketpipeline,File Format,https://wentin.github.io/vscode-icons/icons/file_type_bitbucketpipeline.svg,file_type_bitbucketpipeline.svg,file type bitbucketpipeline
 light babel,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_babel.svg,file_type_light_babel.svg,file type light babel
 helix,File Format,https://wentin.github.io/vscode-icons/icons/file_type_helix.svg,file_type_helix.svg,file type helix
 marko,File Format,https://wentin.github.io/vscode-icons/icons/file_type_marko.svg,file_type_marko.svg,file type marko
 ng guard dart,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_guard_dart.svg,file_type_ng_guard_dart.svg,file type ng guard dart
 ng pipe js,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_pipe_js.svg,file_type_ng_pipe_js.svg,file type ng pipe js
 nest decorator js,File Format,https://wentin.github.io/vscode-icons/icons/file_type_nest_decorator_js.svg,file_type_nest_decorator_js.svg,file type nest decorator js
 ng routing js2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_routing_js2.svg,file_type_ng_routing_js2.svg,file type ng routing js2
 jbuilder,File Format,https://wentin.github.io/vscode-icons/icons/file_type_jbuilder.svg,file_type_jbuilder.svg,file type jbuilder
 ng guard ts,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_guard_ts.svg,file_type_ng_guard_ts.svg,file type ng guard ts
 chef,File Format,https://wentin.github.io/vscode-icons/icons/file_type_chef.svg,file_type_chef.svg,file type chef
 jest snapshot,File Format,https://wentin.github.io/vscode-icons/icons/file_type_jest_snapshot.svg,file_type_jest_snapshot.svg,file type jest snapshot
 light json,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_json.svg,file_type_light_json.svg,file type light json
 cpp3,File Format,https://wentin.github.io/vscode-icons/icons/file_type_cpp3.svg,file_type_cpp3.svg,file type cpp3
 mariadb,File Format,https://wentin.github.io/vscode-icons/icons/file_type_mariadb.svg,file_type_mariadb.svg,file type mariadb
 inc,File Format,https://wentin.github.io/vscode-icons/icons/file_type_inc.svg,file_type_inc.svg,file type inc
 fossil,File Format,https://wentin.github.io/vscode-icons/icons/file_type_fossil.svg,file_type_fossil.svg,file type fossil
 light db,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_db.svg,file_type_light_db.svg,file type light db
 go yellow,File Format,https://wentin.github.io/vscode-icons/icons/file_type_go_yellow.svg,file_type_go_yellow.svg,file type go yellow
 nestjs,File Format,https://wentin.github.io/vscode-icons/icons/file_type_nestjs.svg,file_type_nestjs.svg,file type nestjs
 excel,File Format,https://wentin.github.io/vscode-icons/icons/file_type_excel.svg,file_type_excel.svg,file type excel
 cython,File Format,https://wentin.github.io/vscode-icons/icons/file_type_cython.svg,file_type_cython.svg,file type cython
 eslint2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_eslint2.svg,file_type_eslint2.svg,file type eslint2
 light actionscript2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_actionscript2.svg,file_type_light_actionscript2.svg,file type light actionscript2
 gamemaker81,File Format,https://wentin.github.io/vscode-icons/icons/file_type_gamemaker81.svg,file_type_gamemaker81.svg,file type gamemaker81
 light zeit,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_zeit.svg,file_type_light_zeit.svg,file type light zeit
 ng pipe dart,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_pipe_dart.svg,file_type_ng_pipe_dart.svg,file type ng pipe dart
 julia2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_julia2.svg,file_type_julia2.svg,file type julia2
 jekyll,File Format,https://wentin.github.io/vscode-icons/icons/file_type_jekyll.svg,file_type_jekyll.svg,file type jekyll
 nest controller js,File Format,https://wentin.github.io/vscode-icons/icons/file_type_nest_controller_js.svg,file_type_nest_controller_js.svg,file type nest controller js
 next,File Format,https://wentin.github.io/vscode-icons/icons/file_type_next.svg,file_type_next.svg,file type next
 nest guard js,File Format,https://wentin.github.io/vscode-icons/icons/file_type_nest_guard_js.svg,file_type_nest_guard_js.svg,file type nest guard js
 mlang,File Format,https://wentin.github.io/vscode-icons/icons/file_type_mlang.svg,file_type_mlang.svg,file type mlang
 lync,File Format,https://wentin.github.io/vscode-icons/icons/file_type_lync.svg,file_type_lync.svg,file type lync
 greenkeeper,File Format,https://wentin.github.io/vscode-icons/icons/file_type_greenkeeper.svg,file_type_greenkeeper.svg,file type greenkeeper
 helm,File Format,https://wentin.github.io/vscode-icons/icons/file_type_helm.svg,file_type_helm.svg,file type helm
 light razzle,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_razzle.svg,file_type_light_razzle.svg,file type light razzle
 light rubocop,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_rubocop.svg,file_type_light_rubocop.svg,file type light rubocop
 light systemverilog,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_systemverilog.svg,file_type_light_systemverilog.svg,file type light systemverilog
 light next,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_next.svg,file_type_light_next.svg,file type light next
 meteor,File Format,https://wentin.github.io/vscode-icons/icons/file_type_meteor.svg,file_type_meteor.svg,file type meteor
 innosetup,File Format,https://wentin.github.io/vscode-icons/icons/file_type_innosetup.svg,file_type_innosetup.svg,file type innosetup
 light solidity,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_solidity.svg,file_type_light_solidity.svg,file type light solidity
 idris,File Format,https://wentin.github.io/vscode-icons/icons/file_type_idris.svg,file_type_idris.svg,file type idris
 jsconfig,File Format,https://wentin.github.io/vscode-icons/icons/file_type_jsconfig.svg,file_type_jsconfig.svg,file type jsconfig
 jsonld,File Format,https://wentin.github.io/vscode-icons/icons/file_type_jsonld.svg,file_type_jsonld.svg,file type jsonld
 host,File Format,https://wentin.github.io/vscode-icons/icons/file_type_host.svg,file_type_host.svg,file type host
 jss,File Format,https://wentin.github.io/vscode-icons/icons/file_type_jss.svg,file_type_jss.svg,file type jss
 lime,File Format,https://wentin.github.io/vscode-icons/icons/file_type_lime.svg,file_type_lime.svg,file type lime
 mustache,File Format,https://wentin.github.io/vscode-icons/icons/file_type_mustache.svg,file_type_mustache.svg,file type mustache
 glsl,File Format,https://wentin.github.io/vscode-icons/icons/file_type_glsl.svg,file_type_glsl.svg,file type glsl
 git,File Format,https://wentin.github.io/vscode-icons/icons/file_type_git.svg,file_type_git.svg,file type git
 key,File Format,https://wentin.github.io/vscode-icons/icons/file_type_key.svg,file_type_key.svg,file type key
 light vsix,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_vsix.svg,file_type_light_vsix.svg,file type light vsix
 ng routing dart,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_routing_dart.svg,file_type_ng_routing_dart.svg,file type ng routing dart
 ng smart component js2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_smart_component_js2.svg,file_type_ng_smart_component_js2.svg,file type ng smart component js2
 ng directive js2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_directive_js2.svg,file_type_ng_directive_js2.svg,file type ng directive js2
 go white,File Format,https://wentin.github.io/vscode-icons/icons/file_type_go_white.svg,file_type_go_white.svg,file type go white
 nest adapter ts,File Format,https://wentin.github.io/vscode-icons/icons/file_type_nest_adapter_ts.svg,file_type_nest_adapter_ts.svg,file type nest adapter ts
 ng component js,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_component_js.svg,file_type_ng_component_js.svg,file type ng component js
 light expo,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_expo.svg,file_type_light_expo.svg,file type light expo
 class,File Format,https://wentin.github.io/vscode-icons/icons/file_type_class.svg,file_type_class.svg,file type class
 haml,File Format,https://wentin.github.io/vscode-icons/icons/file_type_haml.svg,file_type_haml.svg,file type haml
 ng directive ts2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ng_directive_ts2.svg,file_type_ng_directive_ts2.svg,file type ng directive ts2
 hygen,File Format,https://wentin.github.io/vscode-icons/icons/file_type_hygen.svg,file_type_hygen.svg,file type hygen
 light fla,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_fla.svg,file_type_light_fla.svg,file type light fla
 cobol,File Format,https://wentin.github.io/vscode-icons/icons/file_type_cobol.svg,file_type_cobol.svg,file type cobol
 applescript,File Format,https://wentin.github.io/vscode-icons/icons/file_type_applescript.svg,file_type_applescript.svg,file type applescript
 markojs,File Format,https://wentin.github.io/vscode-icons/icons/file_type_markojs.svg,file_type_markojs.svg,file type markojs
 lisp,File Format,https://wentin.github.io/vscode-icons/icons/file_type_lisp.svg,file_type_lisp.svg,file type lisp
 nest gateway ts,File Format,https://wentin.github.io/vscode-icons/icons/file_type_nest_gateway_ts.svg,file_type_nest_gateway_ts.svg,file type nest gateway ts
 light codacy,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_codacy.svg,file_type_light_codacy.svg,file type light codacy
 jake,File Format,https://wentin.github.io/vscode-icons/icons/file_type_jake.svg,file_type_jake.svg,file type jake
 light drone,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_drone.svg,file_type_light_drone.svg,file type light drone
 fsproj,File Format,https://wentin.github.io/vscode-icons/icons/file_type_fsproj.svg,file_type_fsproj.svg,file type fsproj
 light toml,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_toml.svg,file_type_light_toml.svg,file type light toml
 appveyor,File Format,https://wentin.github.io/vscode-icons/icons/file_type_appveyor.svg,file_type_appveyor.svg,file type appveyor
 light kite,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_kite.svg,file_type_light_kite.svg,file type light kite
 mocha,File Format,https://wentin.github.io/vscode-icons/icons/file_type_mocha.svg,file_type_mocha.svg,file type mocha
 image,File Format,https://wentin.github.io/vscode-icons/icons/file_type_image.svg,file_type_image.svg,file type image
 light nim,File Format,https://wentin.github.io/vscode-icons/icons/file_type_light_nim.svg,file_type_light_nim.svg,file type light nim
 hlsl,File Format,https://wentin.github.io/vscode-icons/icons/file_type_hlsl.svg,file_type_hlsl.svg,file type hlsl
 json2,File Format,https://wentin.github.io/vscode-icons/icons/file_type_json2.svg,file_type_json2.svg,file type json2
 ai,File Format,https://wentin.github.io/vscode-icons/icons/file_type_ai.svg,file_type_ai.svg,file type ai
 mercurial,File Format,https://wentin.github.io/vscode-icons/icons/file_type_mercurial.svg,file_type_mercurial.svg,file type mercurial
